investor_id,n_sip,avg_gap_days,max_gap_days,total_sip_amt,avg_sip_amt,continuity_status
INV003626,2,302.0,302,1359,679.5,at-risk
INV003627,3,179.0,328,4210,1403.33,at-risk
INV003634,2,97.0,97,3820,1910.0,at-risk
INV003635,4,79.0,150,74516,18629.0,regular
INV003637,2,149.0,149,32005,16002.5,at-risk
INV003638,2,1.0,1,38615,19307.5,regular
INV003639,2,181.0,181,59885,29942.5,at-risk
INV003641,3,275.0,549,18209,6069.67,at-risk
INV003642,3,45.5,62,88868,29622.67,regular
INV003643,2,40.0,40,29976,14988.0,regular
INV003647,2,58.0,58,22680,11340.0,regular
INV003650,2,222.0,222,5561,2780.5,at-risk
INV003651,2,65.0,65,24565,12282.5,regular
INV003655,3,258.5,481,107278,35759.33,at-risk
INV003658,3,321.5,639,22036,7345.33,at-risk
INV003659,2,569.0,569,13075,6537.5,at-risk
INV003661,4,120.3,178,30295,7573.75,at-risk
INV003664,3,243.5,459,21442,7147.33,at-risk
INV003665,2,124.0,124,18217,9108.5,at-risk
INV003669,4,171.0,330,28395,7098.75,at-risk
INV003670,6,134.8,219,30849,5141.5,at-risk
INV003673,6,127.0,219,55193,9198.83,at-risk
INV003674,4,110.0,241,13250,3312.5,at-risk
INV003675,2,87.0,87,62350,31175.0,regular
INV003677,2,295.0,295,3831,1915.5,at-risk
INV003681,3,138.5,269,4952,1650.67,at-risk
INV003682,2,58.0,58,3463,1731.5,regular
INV003684,2,31.0,31,33992,16996.0,regular
INV003685,3,226.5,426,66605,22201.67,at-risk
INV003686,3,183.0,186,52611,17537.0,at-risk
INV003691,2,71.0,71,47608,23804.0,regular
INV003693,2,29.0,29,36918,18459.0,regular
INV003697,2,30.0,30,28020,14010.0,regular
INV003699,2,479.0,479,33610,16805.0,at-risk
INV003700,2,250.0,250,5463,2731.5,at-risk
INV003705,4,92.0,248,64985,16246.25,at-risk
INV003707,5,63.8,158,105486,21097.2,regular
INV003710,2,273.0,273,43630,21815.0,at-risk
INV003712,3,229.0,457,7325,2441.67,at-risk
INV003713,4,201.0,461,15735,3933.75,at-risk
INV003716,3,274.0,332,28320,9440.0,at-risk
INV003720,2,55.0,55,10393,5196.5,regular
INV003722,4,161.0,239,137462,34365.5,at-risk
INV003724,2,8.0,8,1344,672.0,regular
INV003728,2,123.0,123,67282,33641.0,at-risk
INV003731,3,240.5,306,16766,5588.67,at-risk
INV003733,2,213.0,213,3226,1613.0,at-risk
INV003734,4,151.7,334,22669,5667.25,at-risk
INV003735,3,209.0,328,16544,5514.67,at-risk
INV003736,3,333.0,396,41082,13694.0,at-risk
INV003738,2,421.0,421,4592,2296.0,at-risk
INV003740,4,172.0,448,107122,26780.5,at-risk
INV003741,4,131.7,208,35643,8910.75,at-risk
INV003742,2,56.0,56,26453,13226.5,regular
INV003743,2,26.0,26,12979,6489.5,regular
INV003745,2,83.0,83,3310,1655.0,regular
INV003747,3,167.5,176,73415,24471.67,at-risk
INV003748,6,78.0,148,28659,4776.5,regular
INV003750,4,172.7,338,26689,6672.25,at-risk
INV003751,2,151.0,151,43675,21837.5,at-risk
INV003756,2,146.0,146,29454,14727.0,at-risk
INV003758,2,114.0,114,28099,14049.5,at-risk
INV003761,4,202.3,327,17424,4356.0,at-risk
INV003762,3,257.0,453,49603,16534.33,at-risk
INV003765,3,240.0,366,9885,3295.0,at-risk
INV003766,5,63.0,125,26975,5395.0,regular
INV003767,2,271.0,271,73450,36725.0,at-risk
INV003769,2,58.0,58,8980,4490.0,regular
INV003771,2,20.0,20,15236,7618.0,regular
INV003772,2,149.0,149,10307,5153.5,at-risk
INV003773,3,29.0,54,33338,11112.67,regular
INV003775,5,60.5,113,109050,21810.0,regular
INV003778,3,46.5,64,17493,5831.0,regular
INV003779,2,267.0,267,1124,562.0,at-risk
INV003780,4,203.3,453,24150,6037.5,at-risk
INV003781,4,119.3,142,34905,8726.25,at-risk
INV003783,4,139.3,389,61690,15422.5,at-risk
INV003787,2,208.0,208,15259,7629.5,at-risk
INV003788,2,514.0,514,4306,2153.0,at-risk
INV003791,3,271.0,359,19057,6352.33,at-risk
INV003792,2,539.0,539,20819,10409.5,at-risk
INV003793,4,214.0,299,79395,19848.75,at-risk
INV003795,3,122.0,127,22332,7444.0,at-risk
INV003798,3,122.0,152,72385,24128.33,at-risk
INV003799,3,151.0,241,27238,9079.33,at-risk
INV003801,3,61.5,70,16124,5374.67,regular
INV003805,2,451.0,451,13607,6803.5,at-risk
INV003808,2,185.0,185,6223,3111.5,at-risk
INV003811,3,194.0,333,23158,7719.33,at-risk
INV003812,2,392.0,392,5824,2912.0,at-risk
INV003813,2,118.0,118,26744,13372.0,at-risk
INV003815,5,83.5,205,52164,10432.8,regular
INV003817,2,235.0,235,15434,7717.0,at-risk
INV003819,3,88.5,89,41241,13747.0,regular
INV003821,2,26.0,26,23752,11876.0,regular
INV003822,3,270.5,301,27713,9237.67,at-risk
INV003823,2,36.0,36,15739,7869.5,regular
INV003825,3,254.0,390,45417,15139.0,at-risk
INV003828,3,29.5,35,46214,15404.67,regular
INV003829,5,136.0,306,15537,3107.4,at-risk
INV003830,2,57.0,57,89849,44924.5,regular
INV003832,2,98.0,98,7236,3618.0,at-risk
INV003833,3,27.5,29,59934,19978.0,regular
INV003835,2,179.0,179,3378,1689.0,at-risk
INV003844,4,152.0,243,52327,13081.75,at-risk
INV003845,2,124.0,124,13284,6642.0,at-risk
INV003846,3,213.0,214,15245,5081.67,at-risk
INV003847,4,171.3,386,18548,4637.0,at-risk
INV003849,4,159.7,269,107701,26925.25,at-risk
INV003851,3,318.0,543,23772,7924.0,at-risk
INV003859,3,123.0,188,16710,5570.0,at-risk
INV003860,3,78.0,125,74320,24773.33,regular
INV003862,2,393.0,393,25354,12677.0,at-risk
INV003864,2,127.0,127,19704,9852.0,at-risk
INV003865,4,183.3,303,35142,8785.5,at-risk
INV003867,2,97.0,97,25420,12710.0,at-risk
INV003868,3,164.0,185,83435,27811.67,at-risk
INV003873,2,450.0,450,53151,26575.5,at-risk
INV003874,2,122.0,122,6100,3050.0,at-risk
INV003876,2,94.0,94,57111,28555.5,at-risk
INV003878,2,123.0,123,21250,10625.0,at-risk
INV003879,2,362.0,362,61493,30746.5,at-risk
INV003880,4,29.3,37,11280,2820.0,regular
INV003882,2,550.0,550,4634,2317.0,at-risk
INV003884,2,62.0,62,15738,7869.0,regular
INV003885,2,31.0,31,32490,16245.0,regular
INV003888,3,138.5,145,47159,15719.67,at-risk
INV003892,4,202.7,364,65292,16323.0,at-risk
INV003894,2,632.0,632,2588,1294.0,at-risk
INV003896,3,75.5,119,23392,7797.33,regular
INV003897,4,121.3,211,76003,19000.75,at-risk
INV003900,2,62.0,62,4863,2431.5,regular
INV003901,2,355.0,355,11655,5827.5,at-risk
INV003903,5,82.2,147,47251,9450.2,regular
INV003904,2,152.0,152,9902,4951.0,at-risk
INV003905,3,165.5,297,62145,20715.0,at-risk
INV003906,2,359.0,359,22632,11316.0,at-risk
INV003907,3,211.0,243,9132,3044.0,at-risk
INV003908,2,34.0,34,1028,514.0,regular
INV003913,4,79.0,151,18551,4637.75,regular
INV003916,3,166.5,300,12050,4016.67,at-risk
INV003918,2,298.0,298,15561,7780.5,at-risk
INV003920,4,112.0,176,64581,16145.25,at-risk
INV003921,2,3.0,3,3225,1612.5,regular
INV003926,3,50.0,64,27700,9233.33,regular
INV003928,2,29.0,29,25785,12892.5,regular
INV003937,2,416.0,416,24400,12200.0,at-risk
INV003938,3,94.5,179,29565,9855.0,at-risk
INV003940,5,67.5,129,77043,15408.6,regular
INV003942,3,334.5,669,28021,9340.33,at-risk
INV003943,3,90.5,179,8971,2990.33,at-risk
INV003945,4,151.7,239,101742,25435.5,at-risk
INV003946,2,236.0,236,5815,2907.5,at-risk
INV003947,2,95.0,95,24956,12478.0,at-risk
INV003948,3,44.5,62,66505,22168.33,regular
INV003949,2,39.0,39,14240,7120.0,regular
INV003951,3,335.0,573,19845,6615.0,at-risk
INV003953,2,35.0,35,109006,54503.0,regular
INV003954,2,126.0,126,3360,1680.0,at-risk
INV003955,2,154.0,154,8541,4270.5,at-risk
INV003956,2,364.0,364,35702,17851.0,at-risk
INV003957,2,399.0,399,19881,9940.5,at-risk
INV003958,5,143.5,156,56100,11220.0,at-risk
INV003961,2,147.0,147,57516,28758.0,at-risk
INV003962,3,228.5,302,32597,10865.67,at-risk
INV003963,4,92.0,209,17696,4424.0,at-risk
INV003964,7,105.7,302,108797,15542.43,at-risk
INV003968,2,207.0,207,16387,8193.5,at-risk
INV003974,3,134.0,205,32261,10753.67,at-risk
INV003977,2,608.0,608,87331,43665.5,at-risk
INV003978,3,184.0,239,34913,11637.67,at-risk
INV003979,3,210.5,390,14706,4902.0,at-risk
INV003981,4,233.7,423,53833,13458.25,at-risk
INV003984,2,123.0,123,16626,8313.0,at-risk
INV003985,3,61.5,114,18030,6010.0,regular
INV003986,3,148.5,183,62095,20698.33,at-risk
INV003995,2,453.0,453,62262,31131.0,at-risk
INV003996,2,213.0,213,13289,6644.5,at-risk
INV004001,5,68.0,179,46109,9221.8,regular
INV004004,2,54.0,54,59249,29624.5,regular
INV004005,5,166.8,395,89228,17845.6,at-risk
INV004007,4,32.3,63,4351,1087.75,regular
INV004008,2,103.0,103,24698,12349.0,at-risk
INV004011,3,156.0,250,51861,17287.0,at-risk
INV004016,2,88.0,88,4095,2047.5,regular
INV004018,2,270.0,270,53009,26504.5,at-risk
INV004019,3,91.0,125,85383,28461.0,at-risk
INV004023,4,182.3,277,63809,15952.25,at-risk
INV004024,2,366.0,366,43973,21986.5,at-risk
INV004026,2,578.0,578,21263,10631.5,at-risk
INV004028,3,137.0,146,39033,13011.0,at-risk
INV004033,2,4.0,4,44010,22005.0,regular
INV004037,3,117.0,146,34096,11365.33,at-risk
INV004038,6,122.0,240,191149,31858.17,at-risk
INV004040,2,127.0,127,1044,522.0,at-risk
INV004045,3,119.5,217,9948,3316.0,at-risk
INV004049,3,255.5,300,7969,2656.33,at-risk
INV004051,2,340.0,340,6759,3379.5,at-risk
INV004056,3,211.5,420,27089,9029.67,at-risk
INV004058,3,91.5,144,30895,10298.33,at-risk
INV004061,3,163.0,300,49054,16351.33,at-risk
INV004062,2,91.0,91,10451,5225.5,at-risk
INV004063,3,90.5,122,19828,6609.33,at-risk
INV004068,2,5.0,5,55153,27576.5,regular
INV004070,2,8.0,8,6207,3103.5,regular
INV004071,2,700.0,700,67950,33975.0,at-risk
INV004075,2,59.0,59,13559,6779.5,regular
INV004076,2,97.0,97,13212,6606.0,at-risk
INV004077,2,325.0,325,4415,2207.5,at-risk
INV004080,2,67.0,67,30332,15166.0,regular
INV004085,3,242.5,426,53004,17668.0,at-risk
INV004099,3,169.0,215,62376,20792.0,at-risk
INV004106,2,211.0,211,42806,21403.0,at-risk
INV004108,2,87.0,87,29840,14920.0,regular
INV004109,2,450.0,450,108510,54255.0,at-risk
INV004110,2,62.0,62,29089,14544.5,regular
INV004112,2,219.0,219,20116,10058.0,at-risk
INV004114,3,30.5,34,20466,6822.0,regular
INV004116,4,91.3,146,16149,4037.25,at-risk
INV004120,2,215.0,215,6661,3330.5,at-risk
INV004124,3,88.0,91,60729,20243.0,regular
INV004125,6,122.2,332,78913,13152.17,at-risk
INV004127,2,66.0,66,4619,2309.5,regular
INV004128,3,196.5,330,87310,29103.33,at-risk
INV004134,3,105.5,146,9620,3206.67,at-risk
INV004135,5,129.8,181,11718,2343.6,at-risk
INV004137,3,91.0,92,37678,12559.33,at-risk
INV004138,4,182.7,418,14129,3532.25,at-risk
INV004142,2,151.0,151,55459,27729.5,at-risk
INV004143,3,61.0,89,46980,15660.0,regular
INV004145,3,225.5,386,14386,4795.33,at-risk
INV004146,3,137.0,253,71827,23942.33,at-risk
INV004147,2,340.0,340,18391,9195.5,at-risk
INV004148,3,132.0,210,59943,19981.0,at-risk
INV004149,4,81.0,185,74273,18568.25,regular
INV004151,5,122.0,300,94196,18839.2,at-risk
INV004153,5,152.0,302,125920,25184.0,at-risk
INV004154,2,518.0,518,3064,1532.0,at-risk
INV004157,2,60.0,60,10619,5309.5,regular
INV004160,2,487.0,487,58353,29176.5,at-risk
INV004163,2,249.0,249,55497,27748.5,at-risk
INV004172,4,232.7,428,63114,15778.5,at-risk
INV004174,4,203.7,334,184013,46003.25,at-risk
INV004175,2,575.0,575,10713,5356.5,at-risk
INV004178,3,64.0,127,7715,2571.67,regular
INV004179,2,235.0,235,52677,26338.5,at-risk
INV004181,3,124.0,188,57768,19256.0,at-risk
INV004183,2,243.0,243,1380,690.0,at-risk
INV004184,2,152.0,152,28517,14258.5,at-risk
INV004185,4,53.7,131,12577,3144.25,regular
INV004190,3,76.0,83,36048,12016.0,regular
INV004191,3,213.5,307,19431,6477.0,at-risk
INV004194,2,177.0,177,27192,13596.0,at-risk
INV004195,2,450.0,450,43544,21772.0,at-risk
INV004199,3,209.5,330,19473,6491.0,at-risk
INV004202,4,81.3,209,62046,15511.5,regular
INV004203,2,61.0,61,11060,5530.0,regular
INV004205,2,417.0,417,29285,14642.5,at-risk
INV004208,6,102.8,243,57000,9500.0,at-risk
INV004210,2,123.0,123,24968,12484.0,at-risk
INV004212,3,124.0,243,73184,24394.67,at-risk
INV004216,4,139.0,238,43067,10766.75,at-risk
INV004222,2,31.0,31,57365,28682.5,regular
INV004223,3,149.5,203,8651,2883.67,at-risk
INV004224,2,91.0,91,59113,29556.5,at-risk
INV004225,2,326.0,326,4106,2053.0,at-risk
INV004228,2,424.0,424,50141,25070.5,at-risk
INV004230,2,85.0,85,30655,15327.5,regular
INV004231,2,124.0,124,5124,2562.0,at-risk
INV004232,2,52.0,52,3986,1993.0,regular
INV004237,4,193.0,490,33972,8493.0,at-risk
INV004239,2,116.0,116,6871,3435.5,at-risk
INV004240,3,90.0,152,11058,3686.0,regular
INV004241,3,154.5,182,29312,9770.67,at-risk
INV004243,4,191.7,244,22310,5577.5,at-risk
INV004246,4,30.0,33,91632,22908.0,regular
INV004248,3,75.0,115,52441,17480.33,regular
INV004250,2,420.0,420,23211,11605.5,at-risk
INV004253,2,369.0,369,7529,3764.5,at-risk
INV004254,2,30.0,30,3566,1783.0,regular
INV004263,2,399.0,399,46639,23319.5,at-risk
INV004266,3,153.5,235,11049,3683.0,at-risk
INV004267,2,634.0,634,18653,9326.5,at-risk
INV004272,2,57.0,57,17021,8510.5,regular
INV004273,2,124.0,124,39936,19968.0,at-risk
INV004278,2,60.0,60,2660,1330.0,regular
INV004279,3,330.0,572,74582,24860.67,at-risk
INV004281,2,148.0,148,29489,14744.5,at-risk
INV004283,3,106.0,150,103166,34388.67,at-risk
INV004285,4,140.0,328,57084,14271.0,at-risk
INV004287,3,285.5,389,22711,7570.33,at-risk
INV004288,3,183.0,246,18008,6002.67,at-risk
INV004289,5,158.8,337,28545,5709.0,at-risk
INV004290,3,147.5,233,32174,10724.67,at-risk
INV004293,2,162.0,162,58197,29098.5,at-risk
INV004295,3,211.5,394,45282,15094.0,at-risk
INV004296,4,209.7,486,69977,17494.25,at-risk
INV004297,5,165.5,333,52598,10519.6,at-risk
INV004298,3,302.0,423,21114,7038.0,at-risk
INV004299,2,30.0,30,38691,19345.5,regular
INV004305,2,148.0,148,11226,5613.0,at-risk
INV004306,3,227.0,303,49562,16520.67,at-risk
INV004307,2,61.0,61,13910,6955.0,regular
INV004308,5,159.8,305,71108,14221.6,at-risk
INV004314,3,301.5,541,107221,35740.33,at-risk
INV004319,4,111.7,297,25209,6302.25,at-risk
INV004321,4,50.7,83,42730,10682.5,regular
INV004326,2,324.0,324,48934,24467.0,at-risk
INV004329,3,274.5,363,30716,10238.67,at-risk
INV004335,6,85.0,177,81730,13621.67,regular
INV004336,4,90.7,151,68545,17136.25,at-risk
INV004338,2,115.0,115,15318,7659.0,at-risk
INV004339,2,246.0,246,13044,6522.0,at-risk
INV004340,3,212.5,242,16634,5544.67,at-risk
INV004341,2,305.0,305,13057,6528.5,at-risk
INV004342,3,86.5,91,9879,3293.0,regular
INV004345,2,268.0,268,16011,8005.5,at-risk
INV004347,2,314.0,314,10453,5226.5,at-risk
INV004348,3,286.0,327,60319,20106.33,at-risk
INV004349,2,119.0,119,43928,21964.0,at-risk
INV004350,2,115.0,115,33734,16867.0,at-risk
INV004353,3,104.0,183,23652,7884.0,at-risk
INV004357,5,159.2,393,40260,8052.0,at-risk
INV004358,4,92.7,160,33462,8365.5,at-risk
INV004360,3,57.5,88,50657,16885.67,regular
INV004361,3,134.5,148,11426,3808.67,at-risk
INV004362,2,207.0,207,13138,6569.0,at-risk
INV004364,2,242.0,242,5197,2598.5,at-risk
INV004367,4,150.3,427,115602,28900.5,at-risk
INV004372,3,30.0,59,6058,2019.33,regular
INV004374,2,177.0,177,35517,17758.5,at-risk
INV004377,3,169.5,189,50859,16953.0,at-risk
INV004384,2,34.0,34,32124,16062.0,regular
INV004388,2,31.0,31,10548,5274.0,regular
INV004391,2,130.0,130,12744,6372.0,at-risk
INV004392,2,36.0,36,79068,39534.0,regular
INV004400,3,181.0,211,97782,32594.0,at-risk
INV004401,5,60.2,117,23483,4696.6,regular
INV004403,4,90.7,151,11718,2929.5,at-risk
INV004406,2,246.0,246,13253,6626.5,at-risk
INV004410,4,101.3,271,31553,7888.25,at-risk
INV004411,3,124.0,207,56224,18741.33,at-risk
INV004412,3,198.0,204,16595,5531.67,at-risk
INV004413,2,31.0,31,60610,30305.0,regular
INV004414,3,138.5,208,63835,21278.33,at-risk
INV004415,2,161.0,161,5661,2830.5,at-risk
INV004418,2,89.0,89,31145,15572.5,regular
INV004421,2,327.0,327,3922,1961.0,at-risk
INV004427,5,37.5,118,60045,12009.0,regular
INV004428,4,71.0,152,14779,3694.75,regular
INV004436,2,302.0,302,7531,3765.5,at-risk
INV004437,2,513.0,513,58639,29319.5,at-risk
INV004438,2,89.0,89,24578,12289.0,regular
INV004439,2,33.0,33,33331,16665.5,regular
INV004440,2,149.0,149,18502,9251.0,at-risk
INV004442,2,154.0,154,5667,2833.5,at-risk
INV004443,2,396.0,396,2388,1194.0,at-risk
INV004445,2,426.0,426,30626,15313.0,at-risk
INV004446,3,301.5,450,12116,4038.67,at-risk
INV004447,3,107.5,177,79367,26455.67,at-risk
INV004449,2,155.0,155,5614,2807.0,at-risk
INV004450,2,102.0,102,109089,54544.5,at-risk
INV004451,3,93.0,157,19272,6424.0,at-risk
INV004452,6,73.8,181,102135,17022.5,regular
INV004457,3,287.0,300,67189,22396.33,at-risk
INV004459,3,150.0,154,14748,4916.0,at-risk
INV004460,3,107.0,128,5811,1937.0,at-risk
INV004463,3,229.0,395,65850,21950.0,at-risk
INV004464,2,211.0,211,11298,5649.0,at-risk
INV004465,3,63.5,67,51491,17163.67,regular
INV004466,4,81.0,152,12888,3222.0,regular
INV004468,3,104.5,175,55144,18381.33,at-risk
INV004471,2,35.0,35,16333,8166.5,regular
INV004472,3,91.5,156,19519,6506.33,at-risk
INV004473,4,129.3,240,8265,2066.25,at-risk
INV004474,2,0.0,0,21498,10749.0,regular
INV004475,4,162.3,265,74040,18510.0,at-risk
INV004476,2,397.0,397,7429,3714.5,at-risk
INV004477,4,151.7,209,15812,3953.0,at-risk
INV004481,2,28.0,28,6781,3390.5,regular
INV004483,2,183.0,183,13439,6719.5,at-risk
INV004488,3,120.5,212,15614,5204.67,at-risk
INV004494,3,183.5,245,42620,14206.67,at-risk
INV004495,2,28.0,28,6071,3035.5,regular
INV004497,2,128.0,128,57711,28855.5,at-risk
INV004502,3,124.5,132,30202,10067.33,at-risk
INV004504,2,307.0,307,55964,27982.0,at-risk
INV004505,2,0.0,0,14730,7365.0,regular
INV004506,2,482.0,482,23069,11534.5,at-risk
INV004508,3,199.0,361,70902,23634.0,at-risk
INV004509,2,427.0,427,3060,1530.0,at-risk
INV004510,2,397.0,397,9789,4894.5,at-risk
INV004511,4,190.0,245,18624,4656.0,at-risk
INV004513,3,137.5,216,18536,6178.67,at-risk
INV004514,2,243.0,243,18318,9159.0,at-risk
INV004516,2,547.0,547,25262,12631.0,at-risk
INV004517,4,204.0,512,20140,5035.0,at-risk
INV004518,4,122.3,191,28768,7192.0,at-risk
INV004520,2,597.0,597,2154,1077.0,at-risk
INV004521,5,97.0,122,81163,16232.6,at-risk
INV004523,3,257.0,391,32683,10894.33,at-risk
INV004524,2,489.0,489,17977,8988.5,at-risk
INV004525,2,115.0,115,12659,6329.5,at-risk
INV004527,2,126.0,126,12264,6132.0,at-risk
INV004530,2,155.0,155,60412,30206.0,at-risk
INV004531,4,150.7,205,69883,17470.75,at-risk
INV004533,3,164.5,212,49744,16581.33,at-risk
INV004534,2,67.0,67,6027,3013.5,regular
INV004540,2,180.0,180,57139,28569.5,at-risk
INV004542,3,104.5,119,38291,12763.67,at-risk
INV004547,4,192.0,395,15152,3788.0,at-risk
INV004549,2,71.0,71,11028,5514.0,regular
INV004555,3,210.5,332,44846,14948.67,at-risk
INV004562,4,94.3,158,13362,3340.5,at-risk
INV004563,2,183.0,183,14988,7494.0,at-risk
INV004566,2,172.0,172,1668,834.0,at-risk
INV004567,3,228.5,428,37515,12505.0,at-risk
INV004568,2,421.0,421,2545,1272.5,at-risk
INV004573,2,184.0,184,10211,5105.5,at-risk
INV004574,2,543.0,543,9127,4563.5,at-risk
INV004576,3,211.5,394,8115,2705.0,at-risk
INV004579,4,60.0,119,10759,2689.75,regular
INV004581,3,184.0,214,7397,2465.67,at-risk
INV004584,2,635.0,635,1522,761.0,at-risk
INV004585,2,452.0,452,825,412.5,at-risk
INV004594,3,19.0,34,7431,2477.0,regular
INV004598,2,247.0,247,4381,2190.5,at-risk
INV004600,2,275.0,275,11120,5560.0,at-risk
INV004602,5,114.5,255,45684,9136.8,at-risk
INV004604,3,273.0,422,21455,7151.67,at-risk
INV004607,5,129.0,244,37253,7450.6,at-risk
INV004608,4,71.7,184,27738,6934.5,regular
INV004611,3,103.0,113,63239,21079.67,at-risk
INV004614,3,213.5,358,32662,10887.33,at-risk
INV004616,2,158.0,158,50846,25423.0,at-risk
INV004617,5,85.2,211,27118,5423.6,regular
INV004619,2,179.0,179,60448,30224.0,at-risk
INV004621,2,28.0,28,11141,5570.5,regular
INV004623,2,299.0,299,23567,11783.5,at-risk
INV004625,3,213.0,276,56615,18871.67,at-risk
INV004627,4,221.3,395,29981,7495.25,at-risk
INV004630,4,29.3,56,36299,9074.75,regular
INV004631,5,157.8,307,57346,11469.2,at-risk
INV004632,2,3.0,3,23967,11983.5,regular
INV004633,2,273.0,273,4854,2427.0,at-risk
INV004635,2,86.0,86,50500,25250.0,regular
INV004636,3,77.5,154,62202,20734.0,regular
INV004639,2,324.0,324,14597,7298.5,at-risk
INV004640,3,303.5,485,16622,5540.67,at-risk
INV004641,2,57.0,57,7761,3880.5,regular
INV004643,2,122.0,122,47940,23970.0,at-risk
INV004646,4,203.3,280,51408,12852.0,at-risk
INV004650,2,9.0,9,42966,21483.0,regular
INV004651,4,81.7,179,26808,6702.0,regular
INV004655,2,482.0,482,40893,20446.5,at-risk
INV004660,2,332.0,332,2556,1278.0,at-risk
INV004661,2,452.0,452,13897,6948.5,at-risk
INV004665,2,98.0,98,10543,5271.5,at-risk
INV004669,2,212.0,212,26239,13119.5,at-risk
INV004673,3,78.5,131,77505,25835.0,regular
INV004680,4,91.7,157,20947,5236.75,at-risk
INV004682,3,77.0,102,52160,17386.67,regular
INV004687,3,74.0,86,10663,3554.33,regular
INV004688,2,691.0,691,7648,3824.0,at-risk
INV004692,3,168.0,274,7952,2650.67,at-risk
INV004693,3,136.5,249,18286,6095.33,at-risk
INV004694,3,178.0,265,41103,13701.0,at-risk
INV004695,2,242.0,242,5601,2800.5,at-risk
INV004701,4,80.7,181,23858,5964.5,regular
INV004704,3,92.5,148,27442,9147.33,at-risk
INV004711,2,155.0,155,11282,5641.0,at-risk
INV004712,2,246.0,246,8302,4151.0,at-risk
INV004715,2,478.0,478,28343,14171.5,at-risk
INV004716,2,28.0,28,13568,6784.0,regular
INV004719,4,59.3,91,39868,9967.0,regular
INV004720,2,243.0,243,11596,5798.0,at-risk
INV004724,2,185.0,185,4393,2196.5,at-risk
INV004731,2,56.0,56,47331,23665.5,regular
INV004733,3,127.5,194,11406,3802.0,at-risk
INV004735,2,247.0,247,22920,11460.0,at-risk
INV004737,2,214.0,214,17397,8698.5,at-risk
INV004738,4,150.3,240,34376,8594.0,at-risk
INV004739,2,244.0,244,87234,43617.0,at-risk
INV004741,5,136.0,297,74298,14859.6,at-risk
INV004745,2,162.0,162,2796,1398.0,at-risk
INV004748,2,4.0,4,10787,5393.5,regular
INV004752,2,323.0,323,18876,9438.0,at-risk
INV004753,3,332.5,454,44653,14884.33,at-risk
INV004754,2,148.0,148,11917,5958.5,at-risk
INV004756,2,326.0,326,29835,14917.5,at-risk
INV004758,2,488.0,488,5567,2783.5,at-risk
INV004761,3,146.5,174,36665,12221.67,at-risk
INV004763,2,71.0,71,12528,6264.0,regular
INV004764,2,240.0,240,5320,2660.0,at-risk
INV004769,3,104.5,117,6021,2007.0,at-risk
INV004770,3,197.5,265,19142,6380.67,at-risk
INV004774,3,226.0,275,73256,24418.67,at-risk
INV004775,2,155.0,155,23665,11832.5,at-risk
INV004776,3,153.0,211,24993,8331.0,at-risk
INV004780,2,183.0,183,17796,8898.0,at-risk
INV004784,2,209.0,209,4494,2247.0,at-risk
INV004785,4,222.3,395,23400,5850.0,at-risk
INV004787,3,302.5,388,17752,5917.33,at-risk
INV004791,2,611.0,611,58453,29226.5,at-risk
INV004796,2,215.0,215,2240,1120.0,at-risk
INV004798,3,123.0,181,34383,11461.0,at-risk
INV004803,2,27.0,27,15925,7962.5,regular
INV004804,3,198.0,239,71781,23927.0,at-risk
INV004805,5,105.0,265,82925,16585.0,at-risk
INV004806,2,34.0,34,18923,9461.5,regular
INV004807,3,59.5,87,8568,2856.0,regular
INV004811,2,422.0,422,5400,2700.0,at-risk
INV004813,2,41.0,41,52397,26198.5,regular
INV004814,3,102.0,151,22206,7402.0,at-risk
INV004815,2,183.0,183,51234,25617.0,at-risk
INV004818,3,240.0,242,10909,3636.33,at-risk
INV004819,3,182.0,265,3714,1238.0,at-risk
INV004820,2,235.0,235,42324,21162.0,at-risk
INV004821,2,149.0,149,15313,7656.5,at-risk
INV004822,3,135.0,267,4384,1461.33,at-risk
INV004823,3,151.0,240,35367,11789.0,at-risk
INV004825,4,140.3,183,17395,4348.75,at-risk
INV004827,2,206.0,206,18333,9166.5,at-risk
INV004829,4,220.7,448,76302,19075.5,at-risk
INV004834,4,54.3,71,95900,23975.0,regular
INV004840,3,300.0,509,9347,3115.67,at-risk
INV004841,2,396.0,396,2765,1382.5,at-risk
INV004843,3,31.5,33,33757,11252.33,regular
INV004844,2,327.0,327,14097,7048.5,at-risk
INV004847,3,274.5,394,18052,6017.33,at-risk
INV004848,4,120.7,212,8618,2154.5,at-risk
INV004850,2,301.0,301,63216,31608.0,at-risk
INV004852,2,305.0,305,3448,1724.0,at-risk
INV004853,2,363.0,363,29034,14517.0,at-risk
INV004854,2,574.0,574,24367,12183.5,at-risk
INV004855,2,118.0,118,16700,8350.0,at-risk
INV004856,2,22.0,22,5400,2700.0,regular
INV004860,3,93.0,186,11182,3727.33,at-risk
INV004863,4,191.3,304,21664,5416.0,at-risk
INV004864,4,111.0,185,36222,9055.5,at-risk
INV004865,4,161.0,269,20890,5222.5,at-risk
INV004867,3,259.5,267,16357,5452.33,at-risk
INV004868,3,121.0,180,46627,15542.33,at-risk
INV004871,5,105.0,215,114162,22832.4,at-risk
INV004875,4,79.0,121,16375,4093.75,regular
INV004876,3,95.5,131,34820,11606.67,at-risk
INV004877,3,256.0,308,7442,2480.67,at-risk
